Ngay,LoaiVang,GiaMua,GiaBan,KhoiLuongGiaoDich,TyGiaUSD,DiaDiem
2024-03-28,PNJ,75788040.0,76779490.0,383.0,22721.0,HN
2024-05-14,SJC,75507743.0,76514978.0,465.0,23194.0,HN
2024-04-12,BTMC,74129593.0,74867631.0,267.0,23424.0,DN
2024-02-29,BTMC,72748013.0,73939751.0,206.0,23250.0,HN
2024-01-04,BTMC,74016716.0,74770334.0,112.0,23363.0,HCM
2024-02-11,SJC,75308989.0,75919006.0,360.0,23238.0,HCM
2024-02-27,PNJ,76117860.0,76775916.0,139.0,23457.0,HN
2024-02-02,DOJI,76478086.0,77104247.0,467.0,22846.0,HN
2024-04-14,PNJ,73583349.0,74789877.0,149.0,23120.0,HN
2024-03-04,BTMC,73117195.0,74301883.0,449.0,23407.0,HN
2024-06-19,PNJ,72755658.0,73697723.0,285.0,22921.0,HN
2024-03-28,DOJI,73883868.0,74458681.0,418.0,22931.0,DN
2024-06-13,SJC,75166791.0,75898243.0,161.0,23446.0,DN
2024-03-23,PNJ,76235810.0,77653596.0,163.0,23374.0,DN
2024-05-16,SJC,76310887.0,77139708.0,69.0,22721.0,HCM
2024-04-29,PNJ,74055537.0,75452010.0,474.0,23444.0,HCM
2024-01-21,SJC,73573695.0,74537251.0,352.0,23420.0,HCM
2024-03-19,SJC,75571165.0,76203668.0,413.0,22906.799909255897,HN
2024-06-21,SJC,74798594.0,75774286.0,185.0,23354.0,HN
2024-02-19,BTMC,74389383.0,75594673.0,263.0,23190.0,HCM
2024-06-21,PNJ,74507878.0,75525611.0,275.0,22924.0,HCM
2024-02-21,PNJ,76493710.0,77542824.0,432.0,22506.0,HN
2024-02-17,SJC,74580677.0,75112275.0,128.0,23427.0,HCM
2024-01-01,DOJI,73127069.0,74404066.0,435.0,22691.0,HN
2024-05-07,DOJI,75158598.0,75743205.0,393.0,22781.0,HCM
2024-04-17,SJC,73502367.0,74339218.0,483.0,22830.0,HCM
2024-05-28,SJC,75929511.0,76635997.0,241.0,23462.0,HCM
2024-01-17,SJC,76204891.0,77180744.0,272.0,22883.0,DN
2024-02-09,PNJ,74916430.0,75567993.0,367.0,23091.0,HN
2024-01-29,SJC,74985296.0,76257338.0,448.0,23419.0,HN
2024-03-26,SJC,74304766.0,75011168.0,53.0,22906.799909255897,DN
2024-04-03,DOJI,75073958.0,76462055.0,489.0,23167.0,HCM
2024-05-25,PNJ,76028880.0,77052442.0,213.0,22557.0,DN
2024-06-11,BTMC,73819239.0,75030662.0,428.0,22705.0,HCM
2024-04-13,PNJ,73361789.0,74588517.0,70.0,23351.0,DN
2024-04-23,DOJI,74618902.0,75556002.0,118.0,23362.0,HN
2024-02-21,PNJ,75919525.0,77102846.0,71.0,22909.0,DN
2024-03-20,PNJ,72950930.0,73800970.0,390.0,22883.0,DN
2024-02-01,DOJI,72800126.0,74138887.0,141.0,23298.0,HN
2024-04-25,PNJ,75341011.0,76182113.0,202.0,23134.0,HN
2024-01-16,DOJI,75595798.0,76732942.0,404.0,23372.0,DN
2024-04-29,DOJI,75453528.0,76688538.0,257.0,22906.799909255897,HCM
2024-03-31,PNJ,74143312.0,75172248.0,66.0,23355.0,HN
2024-02-24,SJC,73622605.0,,280.0,23484.0,HN
2024-05-21,SJC,75185211.0,76424065.0,121.0,23292.0,HN
2024-01-16,BTMC,75264908.0,75831142.0,68.0,22676.0,DN
2024-05-21,BTMC,74432075.0,75551771.0,364.0,23298.0,HN
2024-05-03,BTMC,73137411.0,74259192.0,305.0,22634.0,DN
2024-02-05,DOJI,73201921.0,74662305.0,352.0,23208.0,HN
2024-02-05,DOJI,72887955.0,74128829.0,283.0,22885.0,HCM
2024-06-09,SJC,75285221.0,76149536.0,330.0,22595.0,HN
2024-04-09,PNJ,73188152.0,74091132.0,50.0,23410.0,HN
2024-02-11,BTMC,73214449.0,74425428.0,195.0,23457.0,DN
2024-05-18,DOJI,73161309.0,73717172.0,109.0,23149.0,HN
2024-02-17,PNJ,75481352.0,76194382.0,320.0,23386.0,DN
2024-02-01,SJC,74908327.0,75534212.0,259.0,23484.0,DN
2024-04-20,DOJI,5000000.0,75515286.0,140.0,23289.0,DN
2024-02-27,SJC,76458010.0,77131905.0,394.0,23313.0,HN
2024-04-22,DOJI,75167108.0,75728952.0,181.0,23290.0,HN
2024-04-30,BTMC,74181533.0,73475862.0,333.0,22948.0,DN
2024-03-02,DOJI,73812384.0,75115830.0,198.0,23476.0,HCM
2024-04-14,SJC,75673829.0,76662735.0,359.0,23451.0,DN
2024-01-28,BTMC,75154240.0,76310942.0,150.0,22828.0,DN
2024-05-22,DOJI,72913936.0,73430215.0,107.0,22827.0,HN
2024-02-15,DOJI,73270452.0,74200177.0,88.0,23426.0,HN
2024-02-22,SJC,-1723879.0,77308594.0,358.0,23194.0,HN
2024-05-24,BTMC,75466032.0,76714724.0,164.0,22949.0,DN
2024-05-09,PNJ,76413397.0,77904834.0,369.0,22539.0,HCM
2024-05-25,DOJI,75123724.0,75755103.0,107.0,22787.0,HN
2024-01-10,DOJI,75727109.0,76405383.0,429.0,23244.0,HN
2024-04-20,BTMC,72068323.0,72854283.0,487.0,23259.0,DN
2024-01-10,DOJI,72931373.0,73869825.0,144.0,22598.0,DN
2024-01-10,BTMC,72588365.0,73913055.0,224.0,22693.0,HN
2024-02-10,PNJ,75895049.0,76461199.0,322.0,23025.0,DN
2024-06-11,PNJ,74053744.0,74626428.0,136.0,22641.0,DN
2024-01-28,DOJI,73588260.0,74090177.0,188.0,23010.0,HN
2024-02-11,SJC,74011727.0,74766171.0,475.0,22607.0,HN
2024-01-02,PNJ,75885659.0,76625288.0,291.0,23276.0,HCM
2024-05-30,PNJ,74075326.0,74846930.0,212.0,22559.0,DN
2024-03-09,PNJ,73609004.0,74787104.0,291.0,22992.0,DN
2024-01-25,PNJ,75256944.0,75852201.0,341.0,22756.0,HN
2024-01-10,PNJ,74642866.0,76117205.0,84.0,22691.0,HN
2024-04-29,BTMC,75468582.0,76587746.0,279.0,22519.0,HCM
2024-02-25,BTMC,73738993.0,74371304.0,300.0,23310.0,HCM
2024-02-09,PNJ,76260343.0,77153897.0,313.0,23490.0,HCM
2024-05-08,SJC,73773952.0,75182332.0,135.0,22835.0,HCM
2024-03-09,PNJ,72704366.0,73706786.0,187.0,22970.0,HN
2024-03-05,PNJ,74814181.0,76221850.0,280.0,23299.0,HN
2024-02-23,BTMC,75734340.0,76410377.0,90.0,22817.0,HCM
2024-05-05,PNJ,73604934.0,74171131.0,474.0,23129.0,DN
2024-02-08,SJC,75513518.0,76999269.0,295.0,22905.0,HCM
2024-01-29,PNJ,73878164.0,75042091.0,186.0,22906.799909255897,HCM
2024-06-08,DOJI,75531303.0,76073080.0,220.0,22830.0,HCM
2024-03-10,SJC,73225019.0,74151596.0,281.0,22726.0,HN
2024-01-16,SJC,75179897.0,76555917.0,163.0,22992.0,HN
2024-06-08,BTMC,74624449.0,76000785.0,193.0,23397.0,HCM
2024-01-20,DOJI,76072744.0,77364011.0,241.0,23422.0,DN
2024-01-14,PNJ,72578781.0,73270256.0,253.0,23411.0,HN
2024-01-03,DOJI,74686222.0,76164954.0,114.0,23356.0,HCM
2024-06-05,BTMC,72120243.0,73419423.0,155.0,22520.0,HCM
2024-03-08,BTMC,75554366.0,76490050.0,165.0,23202.0,HN
2024-06-13,SJC,76240641.0,77359037.0,389.0,22825.0,HCM
2024-01-19,SJC,76319144.0,77124206.0,50.0,22886.0,DN
2024-03-28,BTMC,74671252.0,75877112.0,272.0,22775.0,DN
2024-05-11,SJC,73797057.0,74495294.0,271.0,23215.0,DN
2024-04-21,SJC,75707184.0,77022098.0,453.0,23128.0,DN
2024-04-13,PNJ,75482410.0,76365146.0,480.0,23292.0,HCM
2024-05-24,SJC,76334215.0,76852289.0,239.0,22767.0,HCM
2024-04-01,SJC,75831194.0,76978535.0,392.0,23169.0,HCM
2024-06-03,DOJI,75532406.0,76170260.0,474.0,22524.0,DN
2024-03-17,DOJI,74365070.0,75550684.0,127.0,22623.0,DN
2024-04-04,SJC,74333572.0,75174955.0,467.0,22906.799909255897,DN
2024-05-01,DOJI,75156632.0,76442963.0,416.0,22770.0,HCM
2024-02-09,DOJI,75568408.0,76255241.0,138.0,22767.0,HCM
2024-04-24,SJC,74200114.0,75582288.0,469.0,23250.0,DN
2024-04-04,PNJ,73011603.0,74127466.0,253.0,22985.0,HN
2024-05-28,BTMC,74089319.0,75520834.0,356.0,22529.0,HN
2024-06-18,DOJI,73441621.0,74097287.0,150.0,23413.0,HN
2024-03-26,SJC,73545735.0,74737693.0,392.0,23139.0,HCM
2024-06-22,SJC,76196699.0,77117196.0,364.0,22906.799909255897,DN
2024-06-15,SJC,75432665.0,76720990.0,415.0,23151.0,HCM
2024-05-11,DOJI,75295254.0,76168647.0,367.0,23235.0,HN
2024-01-06,PNJ,74386013.0,75325805.0,491.0,23063.0,HCM
2024-01-06,BTMC,,77298342.0,421.0,23354.0,HN
2024-05-02,DOJI,74530085.0,76007619.0,324.0,22663.0,DN
2024-01-07,DOJI,76079611.0,76898005.0,469.0,22902.0,HCM
2024-02-01,SJC,75974058.0,76607573.0,267.0,22640.0,HCM
2024-02-28,DOJI,73848173.0,74801622.0,499.0,23441.0,HCM
2024-02-23,SJC,73720488.0,74816875.0,299.0,22616.0,HN
2024-03-06,BTMC,75368045.0,76161244.0,359.0,22737.0,DN
2024-01-20,SJC,75598260.0,76732681.0,423.0,22758.0,HCM
2024-04-16,DOJI,72976743.0,73567049.0,462.0,22988.0,DN
2024-01-21,DOJI,75183129.0,75818359.0,266.0,23353.0,HN
2024-03-26,DOJI,75038673.0,76113251.0,274.0,23145.0,DN
2024-03-11,DOJI,73001139.0,74260133.0,440.0,22998.0,HCM
2024-03-22,BTMC,72969211.0,74026742.0,346.0,22663.0,DN
2024-03-31,DOJI,75443647.0,76417513.0,196.0,23406.0,HN
2024-01-15,SJC,76337690.0,77559437.0,201.0,23407.0,HCM
2024-01-04,BTMC,75363854.0,76082823.0,91.0,23391.0,HN
2024-06-24,PNJ,74791947.0,76120801.0,263.0,22584.0,HCM
2024-05-08,DOJI,74293551.0,75621136.0,273.0,23147.0,DN
2024-02-16,BTMC,73902897.0,75082078.0,241.0,23186.0,HN
2024-06-17,PNJ,73267610.0,74494436.0,332.0,23043.0,DN
2024-06-11,SJC,73604453.0,74833735.0,200.0,22979.0,HN
2024-04-23,BTMC,72211509.0,73208474.0,406.0,23324.0,HN
2024-03-17,PNJ,74673408.0,76124849.0,368.0,23127.0,HN
2024-02-06,BTMC,74653093.0,75310822.0,66.0,23176.0,DN
2024-06-29,PNJ,75847410.0,76721895.0,364.0,23455.0,HCM
2024-04-24,SJC,76561262.0,77923409.0,381.0,22537.0,HCM
2024-03-06,PNJ,73593609.0,74681030.0,183.0,22566.0,HCM
2024-06-21,PNJ,5000000.0,74848492.0,162.0,23496.0,DN
2024-02-04,BTMC,74827551.0,76305590.0,351.0,22990.0,DN
2024-01-31,PNJ,74800119.0,76150986.0,233.0,22514.0,DN
2024-05-20,DOJI,74602466.0,75778353.0,67.0,23411.0,HN
2024-03-20,PNJ,75380593.0,76695253.0,180.0,23098.0,HN
2024-03-11,SJC,76242450.0,77707638.0,465.0,23439.0,HN
2024-01-01,SJC,75356330.0,76500497.0,238.0,22520.0,HCM
2024-04-14,DOJI,74158311.0,75244860.0,487.0,22564.0,DN
2024-06-26,DOJI,74167064.0,75114055.0,231.0,22998.0,HCM
2024-01-27,PNJ,73025893.0,73990267.0,161.0,23015.0,HN
2024-05-28,BTMC,72266150.0,73455903.0,254.0,23390.0,DN
2024-04-19,BTMC,72926215.0,73642419.0,411.0,22507.0,DN
2024-02-23,DOJI,73060116.0,74431426.0,274.0,23366.0,HN
2024-06-20,SJC,76268827.0,77502189.0,168.0,22932.0,HN
2024-02-10,BTMC,75879275.0,77075633.0,64.0,23387.0,HN
2024-02-25,BTMC,75342461.0,76493694.0,266.0,22805.0,DN
2024-03-23,DOJI,73716383.0,74495598.0,156.0,23112.0,DN
2024-05-11,DOJI,74615920.0,76050191.0,111.0,23305.0,HCM
2024-02-07,PNJ,76397611.0,77075511.0,358.0,22954.0,HCM
2024-04-01,SJC,76804409.0,78172189.0,57.0,22652.0,HN
2024-03-16,SJC,75741094.0,76431962.0,251.0,22537.0,HCM
2024-03-01,DOJI,74611840.0,76051019.0,425.0,23184.0,HCM
2024-01-06,DOJI,73025281.0,74162428.0,103.0,23354.0,DN
2024-04-16,SJC,73292575.0,74203699.0,202.0,22532.0,HCM
2024-05-13,BTMC,72114589.0,72759995.0,353.0,23000.0,HN
2024-05-28,DOJI,73304677.0,74218209.0,246.0,23084.0,HCM
2024-03-25,SJC,76362551.0,76953904.0,239.0,22916.0,DN
2024-03-22,PNJ,76321442.0,76995465.0,93.0,22596.0,DN
2024-01-28,PNJ,75213362.0,75902501.0,274.0,23031.0,HN
2024-01-04,BTMC,74869990.0,75492086.0,101.0,22906.799909255897,DN
2024-04-01,PNJ,74884291.0,76056628.0,196.0,23250.0,DN
2024-06-07,PNJ,75561342.0,76661540.0,117.0,22646.0,HN
2024-06-27,SJC,75144797.0,75884405.0,293.0,22773.0,DN
2024-05-14,BTMC,72407427.0,73789848.0,162.0,22669.0,DN
2024-02-01,BTMC,74381412.0,75835160.0,395.0,23121.0,HCM
2024-06-25,BTMC,74185132.0,75054870.0,191.0,23333.0,DN
2024-04-16,BTMC,75198156.0,76256314.0,173.0,22970.0,HCM
2024-02-17,DOJI,75915804.0,76753880.0,124.0,23383.0,HN
2024-02-08,PNJ,74009090.0,75458581.0,386.0,23457.0,HCM
2024-06-29,BTMC,75884175.0,76769309.0,281.0,23190.0,DN
2024-01-03,SJC,76087065.0,76789348.0,211.0,22701.0,HN
2024-01-04,SJC,76430534.0,77725358.0,377.0,22906.799909255897,HCM
2024-03-07,DOJI,73664645.0,74544196.0,398.0,22542.0,DN
2024-06-24,BTMC,74739662.0,75587022.0,454.0,22812.0,HCM
2024-04-10,DOJI,76731586.0,77300073.0,264.0,23473.0,HCM
2024-05-14,BTMC,73433284.0,74002082.0,364.0,23400.0,HN
2024-02-03,SJC,74714331.0,75361644.0,98.0,23466.0,HN
2024-04-09,BTMC,73359231.0,74505634.0,463.0,23490.0,HN
2024-04-30,PNJ,74970368.0,76247935.0,97.0,22825.0,HCM
2024-03-18,SJC,75150224.0,76395690.0,414.0,23062.0,HCM
2024-05-28,SJC,76010087.0,76959864.0,187.0,22844.0,DN
2024-02-11,PNJ,75019997.0,76226541.0,367.0,22744.0,DN
2024-02-29,PNJ,74946459.0,75747913.0,330.0,23303.0,DN
2024-04-29,SJC,76855933.0,75579287.0,251.0,22516.0,HCM
2024-03-19,SJC,73664917.0,75157392.0,440.0,22662.0,HCM
2024-05-27,BTMC,74746437.0,75544021.0,412.0,22611.0,HCM
2024-05-02,BTMC,72400826.0,73337368.0,126.0,23003.0,HN
2024-06-30,PNJ,76382505.0,76893290.0,85.0,23420.0,HN
2024-01-24,BTMC,72091865.0,,460.0,22572.0,DN
2024-03-07,BTMC,73615777.0,74474954.0,394.0,23141.0,DN
2024-03-28,DOJI,74724717.0,75541730.0,474.0,23131.0,HN
2024-06-16,DOJI,74794449.0,75850465.0,218.0,22829.0,DN
2024-05-11,DOJI,73007352.0,74134278.0,244.0,23177.0,DN
2024-05-29,PNJ,75740609.0,76483543.0,80.0,23063.0,HCM
2024-02-23,PNJ,75560006.0,76989711.0,292.0,22870.0,HN
2024-04-10,SJC,74814188.0,75324395.0,339.0,22544.0,HN
2024-03-25,PNJ,75146996.0,76492470.0,229.0,23045.0,HN
2024-03-12,DOJI,73803171.0,74721614.0,396.0,22987.0,HN
2024-06-26,SJC,74524960.0,75512023.0,68.0,22645.0,HCM
2024-06-10,PNJ,75926925.0,76569082.0,406.0,23157.0,DN
2024-04-26,BTMC,73023920.0,74413943.0,388.0,22692.0,DN
2024-05-30,SJC,74110178.0,74813295.0,63.0,22738.0,DN
2024-03-31,PNJ,74000948.0,74536582.0,108.0,23434.0,HCM
2024-05-08,PNJ,75919548.0,76817198.0,196.0,23461.0,HCM
2024-04-28,DOJI,76758209.0,77598142.0,96.0,23178.0,HN
2024-06-29,DOJI,74994358.0,75739640.0,232.0,22769.0,DN
2024-06-29,BTMC,74433379.0,75518615.0,301.0,22734.0,HN
2024-05-28,DOJI,73616698.0,74635593.0,51.0,22948.0,DN
2024-02-08,SJC,73645188.0,74627803.0,338.0,23261.0,DN
2024-06-20,SJC,73072095.0,74202307.0,272.0,22696.0,DN
2024-06-14,BTMC,74037312.0,75503810.0,281.0,22827.0,HN
2024-02-14,PNJ,74114737.0,75507701.0,365.0,23187.0,HCM
2024-05-24,SJC,76630400.0,77882122.0,281.0,22541.0,DN
2024-04-13,DOJI,74236457.0,75044569.0,150.0,23001.0,HCM
2024-06-08,DOJI,73691372.0,74493646.0,61.0,22694.0,DN
2024-02-02,BTMC,74903540.0,75622507.0,210.0,22676.0,HCM
2024-05-01,SJC,76251849.0,77222284.0,122.0,22736.0,DN
2024-02-12,BTMC,75207393.0,75953977.0,267.0,23436.0,DN
2024-01-18,SJC,73718216.0,74573465.0,332.0,23133.0,DN
2024-03-20,BTMC,74195004.0,,403.0,22527.0,HCM
2024-01-14,BTMC,72191232.0,72995351.0,374.0,23015.0,HCM
2024-06-24,DOJI,75077226.0,76335904.0,401.0,22657.0,DN
2024-03-02,SJC,76789519.0,77522120.0,396.0,22792.0,HCM
2024-03-24,SJC,74561588.0,75900776.0,207.0,22768.0,HCM
2024-03-24,BTMC,74509256.0,75577276.0,265.0,22725.0,DN
2024-03-10,PNJ,74575020.0,75454524.0,154.0,22691.0,HN
2024-03-26,PNJ,72943316.0,73815329.0,191.0,23495.0,DN
2024-06-04,PNJ,74505647.0,75315156.0,490.0,22863.0,DN
2024-04-07,BTMC,73162189.0,74386887.0,131.0,23103.0,HCM
2024-03-06,SJC,76603556.0,77849271.0,61.0,22738.0,HCM
2024-03-14,BTMC,73825977.0,74559080.0,121.0,22628.0,HN
2024-05-23,DOJI,74320180.0,75654186.0,433.0,23191.0,HCM
2024-05-19,PNJ,73713705.0,74804976.0,177.0,22737.0,HN
2024-02-15,SJC,74921214.0,75490488.0,471.0,23199.0,DN
2024-03-27,SJC,74021469.0,74986363.0,383.0,23006.0,HCM
2024-01-11,PNJ,75918965.0,76437035.0,499.0,22906.799909255897,HN
2024-01-18,PNJ,73017313.0,73731845.0,78.0,22664.0,HN
2024-01-23,BTMC,73854971.0,74672238.0,118.0,23045.0,HN
2024-04-21,DOJI,75366099.0,76341927.0,272.0,22581.0,HN
2024-04-05,DOJI,75449156.0,76345608.0,354.0,23408.0,HN
2024-03-16,DOJI,76214515.0,77200790.0,425.0,23265.0,HN
2024-03-27,PNJ,75680246.0,76234155.0,481.0,22582.0,HCM
2024-03-04,PNJ,74060354.0,75340995.0,335.0,22615.0,HCM
2024-05-19,DOJI,75673524.0,76818827.0,275.0,23276.0,DN
2024-01-28,SJC,75234693.0,76682302.0,167.0,23335.0,DN
2024-04-04,SJC,73568302.0,74835756.0,175.0,22894.0,HN
2024-04-21,PNJ,74388529.0,74934269.0,165.0,23360.0,DN
2024-01-28,SJC,75937025.0,76962159.0,252.0,22891.0,HN
2024-06-12,SJC,73957726.0,75388896.0,322.0,22975.0,HN
2024-05-27,PNJ,73443681.0,74210590.0,436.0,22877.0,HN
2024-05-05,PNJ,73155496.0,73672909.0,158.0,23046.0,HCM
2024-05-18,DOJI,75392806.0,76396129.0,98.0,22919.0,HCM
2024-01-01,PNJ,75710548.0,76997749.0,393.0,22991.0,DN
2024-01-25,DOJI,73615131.0,74188817.0,127.0,22715.0,HCM
2024-05-02,DOJI,72886346.0,73715577.0,387.0,23105.0,HN
2024-04-10,PNJ,72737199.0,74235956.0,237.0,22821.0,HCM
2024-01-24,BTMC,74845741.0,75397486.0,482.0,22577.0,HCM
2024-01-18,DOJI,74333584.0,75808942.0,376.0,22716.0,HN
2024-04-18,BTMC,75713543.0,77077202.0,284.0,22906.799909255897,HCM
2024-05-23,DOJI,75191219.0,76070812.0,413.0,22978.0,HN
2024-05-15,BTMC,74156973.0,74874714.0,483.0,22903.0,HCM
2024-03-23,SJC,73414600.0,74853142.0,448.0,23443.0,HCM
2024-05-06,PNJ,73577921.0,74857897.0,283.0,23039.0,DN
2024-02-15,BTMC,75221441.0,76464064.0,62.0,22545.0,HN
2024-06-01,BTMC,73085610.0,73756999.0,222.0,23162.0,HN
2024-02-26,PNJ,74074833.0,75405018.0,429.0,22874.0,HCM
2024-03-08,PNJ,75743087.0,77152798.0,301.0,23108.0,HCM
2024-03-15,BTMC,73582460.0,74317087.0,69.0,23405.0,HCM
2024-03-13,DOJI,73106094.0,73794015.0,198.0,22896.0,HN
2024-04-14,PNJ,73001590.0,73871426.0,286.0,22661.0,HCM
2024-06-17,DOJI,74635515.0,,65.0,22854.0,HCM
2024-02-14,BTMC,75231959.0,73834268.0,385.0,22667.0,HCM
2024-05-01,PNJ,72764237.0,73539286.0,465.0,23299.0,HN
2024-03-07,SJC,73968616.0,74492045.0,74.0,23152.0,HCM
2024-05-12,DOJI,73799074.0,74763536.0,54.0,23327.0,HCM
2024-02-06,SJC,76927545.0,78192302.0,413.0,22779.0,HN
2024-03-05,SJC,76659731.0,77353514.0,413.0,22820.0,HCM
2024-06-25,DOJI,73270192.0,74309158.0,197.0,22600.0,HN
2024-03-23,DOJI,73328423.0,74752556.0,466.0,22719.0,HN
2024-05-03,BTMC,74252641.0,75096767.0,199.0,23011.0,HN
2024-06-18,BTMC,72449764.0,73106959.0,167.0,23361.0,HN
2024-05-13,DOJI,76449886.0,77240332.0,449.0,22752.0,HN
2024-06-27,PNJ,73971816.0,74914662.0,64.0,23015.0,HCM
2024-03-18,SJC,76647325.0,77809082.0,167.0,23209.0,HN
2024-05-11,BTMC,73735645.0,75200937.0,205.0,23416.0,HCM
2024-02-10,BTMC,73688472.0,74458180.0,259.0,22660.0,DN
2024-01-07,BTMC,74755423.0,76240197.0,357.0,22988.0,HN
2024-01-07,PNJ,75414863.0,76687654.0,369.0,23198.0,HN
2024-02-14,BTMC,73298266.0,74582374.0,338.0,22761.0,HN
2024-04-18,DOJI,76199045.0,76894922.0,111.0,23097.0,HN
2024-06-02,PNJ,74731946.0,76088820.0,450.0,22595.0,DN
2024-03-06,DOJI,75533460.0,76844118.0,115.0,23358.0,HN
2024-04-17,SJC,76669134.0,77230349.0,77.0,22777.0,DN
2024-06-22,BTMC,74129382.0,74976099.0,478.0,22768.0,HN
2024-06-16,PNJ,75193695.0,76413812.0,293.0,23005.0,DN
2024-04-17,DOJI,74820334.0,75589484.0,461.0,23470.0,DN
2024-03-12,DOJI,75700737.0,76522646.0,318.0,23192.0,HCM
2024-04-28,PNJ,75085917.0,76356014.0,417.0,22988.0,HCM
2024-04-23,SJC,74523982.0,75462224.0,470.0,23396.0,HN
2024-04-23,PNJ,76292824.0,77475240.0,230.0,22747.0,DN
2024-03-13,SJC,75567793.0,76947174.0,463.0,23479.0,HCM
2024-06-17,PNJ,75977794.0,76575593.0,302.0,23419.0,HN
2024-06-18,PNJ,75750428.0,76586556.0,432.0,22941.0,HN
2024-01-21,PNJ,76062737.0,76881451.0,414.0,22504.0,HN
2024-06-10,SJC,74817793.0,75849533.0,64.0,23023.0,DN
2024-05-14,DOJI,75199146.0,76673634.0,325.0,22547.0,HN
2024-05-03,DOJI,73912186.0,75007317.0,279.0,23179.0,HN
2024-01-09,BTMC,73521701.0,74593322.0,414.0,23062.0,HCM
2024-02-24,BTMC,73465291.0,74336291.0,113.0,23385.0,HCM
2024-02-19,SJC,73079083.0,74547614.0,277.0,23020.0,HCM
2024-02-19,SJC,74414821.0,75766708.0,493.0,23330.0,DN
2024-05-24,PNJ,74613213.0,75564655.0,188.0,23114.0,HN
2024-05-04,BTMC,73892628.0,74818672.0,368.0,23389.0,HCM
2024-04-05,PNJ,72667647.0,73404174.0,327.0,22567.0,DN
2024-06-02,PNJ,75835379.0,76836120.0,161.0,22875.0,HN
2024-02-04,PNJ,74780827.0,76194203.0,136.0,22554.0,HN
2024-02-04,SJC,,75457134.0,51.0,23104.0,DN
2024-05-29,SJC,73646012.0,74733201.0,269.0,23389.0,HCM
2024-06-15,DOJI,73152621.0,74125318.0,60.0,22847.0,HCM
2024-03-22,DOJI,76652666.0,77362763.0,476.0,23414.0,DN
2024-04-06,PNJ,74042247.0,75141500.0,298.0,23163.0,DN
2024-02-12,PNJ,76301894.0,77712669.0,368.0,22801.0,DN
2024-03-05,PNJ,75841861.0,76875864.0,275.0,23008.0,DN
2024-05-04,PNJ,74872948.0,75640195.0,462.0,23144.0,HCM
2024-01-15,BTMC,75989618.0,76989946.0,440.0,22695.0,DN
2024-01-30,SJC,74088287.0,74731313.0,174.0,22921.0,DN
2024-05-08,BTMC,75201208.0,76395327.0,341.0,22834.0,HCM
2024-03-07,BTMC,74824658.0,76314128.0,54.0,22966.0,HCM
2024-01-11,BTMC,73905324.0,75187679.0,370.0,23275.0,HCM
2024-02-28,SJC,76761752.0,77313676.0,192.0,22564.0,HCM
2024-05-26,PNJ,74926105.0,76043472.0,167.0,22572.0,DN
2024-01-31,PNJ,73996972.0,74651754.0,352.0,22727.0,HCM
2024-01-27,SJC,73912826.0,75012817.0,364.0,23376.0,HN
2024-03-03,SJC,74998197.0,75792251.0,474.0,23252.0,DN
2024-01-08,SJC,74856926.0,75967195.0,347.0,23110.0,HCM
2024-06-21,SJC,76943439.0,77874875.0,244.0,22995.0,HCM
2024-01-03,PNJ,75994679.0,76769008.0,266.0,23263.0,DN
2024-06-26,PNJ,72522499.0,73649339.0,478.0,23444.0,HCM
2024-03-03,BTMC,75380293.0,75948301.0,245.0,23280.0,HN
2024-06-03,DOJI,75375849.0,76491265.0,363.0,23105.0,HCM
2024-02-08,BTMC,73324070.0,73848424.0,180.0,22997.0,HN
2024-03-13,BTMC,75109119.0,76060276.0,199.0,22734.0,HCM
2024-06-04,DOJI,74735657.0,76169620.0,237.0,22832.0,HCM
2024-02-17,PNJ,72732732.0,74142559.0,148.0,22896.0,HCM
2024-03-25,SJC,76847125.0,77880759.0,125.0,22975.0,HN
2024-01-24,SJC,73679574.0,74678444.0,385.0,22594.0,HCM
2024-05-23,DOJI,73446045.0,74523997.0,362.0,22807.0,DN
2024-01-19,SJC,76176083.0,77387214.0,366.0,23394.0,HCM
2024-02-06,BTMC,75489866.0,76308143.0,195.0,22627.0,HN
2024-05-13,DOJI,75899404.0,77249180.0,340.0,22958.0,HCM
2024-01-10,SJC,76719393.0,78185301.0,335.0,23108.0,HN
2024-06-26,BTMC,75278262.0,76684903.0,83.0,22844.0,HCM
2024-06-20,PNJ,72587593.0,73778845.0,272.0,22829.0,HN
2024-04-28,PNJ,76251954.0,76969767.0,246.0,22906.799909255897,DN
2024-05-26,SJC,76926462.0,78399721.0,257.0,22869.0,HN
2024-05-20,BTMC,73999117.0,75418251.0,359.0,22631.0,DN
2024-04-28,DOJI,75294133.0,76173403.0,128.0,22714.0,DN
2024-01-28,DOJI,75683427.0,76550863.0,308.0,23172.0,HCM
2024-06-05,DOJI,75750214.0,76354642.0,229.0,22623.0,HCM
2024-01-09,PNJ,73638848.0,74177315.0,338.0,22897.0,HCM
2024-05-09,SJC,76707564.0,77375581.0,371.0,22832.0,HN
2024-03-31,BTMC,74075915.0,,289.0,23428.0,HCM
2024-02-22,DOJI,74746830.0,75738702.0,440.0,22831.0,HN
2024-02-15,DOJI,76134732.0,77251144.0,61.0,22794.0,DN
2024-05-01,DOJI,76358818.0,77565109.0,390.0,22626.0,HN
2024-01-25,DOJI,73717559.0,74853164.0,63.0,22973.0,HN
